rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,dataRate,scenario,switchAuxPhy
407456,1,1,0,3,19.8659,4.29689e-05,0.898384,104.177,1638515656,2044717648,1072327,1338166,1.00284,1.00284,121,121,46.0767,963361,130,E,0
407456,1,1,0,1,24.9708,5.27862e-05,0.920416,105.051,1652157640,2202020664,1081255,1441113,1.01091,1.01091,121,121,57.0753,995204,140,A,0
407456,1,1,0,2,25.6739,5.47572e-05,0.927494,104.06,1636675944,2202020664,1071123,1441113,1.00283,1.00283,121,121,58.6516,993461,140,C,0
407456,1,1,0,2,25.7032,5.48392e-05,0.927656,104.018,1636031128,2202020664,1070701,1441113,1.0022,1.0022,121,121,58.7164,993242,140,D,0
407456,1,1,0,3,25.5954,5.45136e-05,0.926676,104.169,1638404112,2202020664,1072254,1441113,1.00284,1.00284,121,121,58.4523,993633,140,E,0
407456,1,1,0,1,29.9707,6.3352e-05,0.903652,105.054,1652200424,2359299232,1081283,1544044,1.01091,1.01091,121,121,68.5014,977104,150,A,0
407456,1,1,0,2,30.6273,6.53346e-05,0.908514,104.062,1636709560,2359299232,1071145,1544044,1.00283,1.00283,121,121,69.9827,973150,150,C,0
407457,1,1,0,1,0.00777174,3.81526e-05,0.000189143,10.0004,157275512,157287736,102929,102937,1.01267,1.01267,121,121,3.92697,19.4683,10,A,0
407456,1,1,0,2,30.6579,6.54234e-05,0.908583,104.015,1635986816,2359299232,1070672,1544044,1.0022,1.0022,121,121,70.0469,972794,150,D,0
407456,1,1,0,3,30.5508,6.50975e-05,0.907918,104.176,1638514128,2359299232,1072326,1544044,1.00284,1.00284,121,121,69.8057,973584,150,E,0
407457,1,1,0,2,0,3.98221e-05,0.000229236,10.0003,157287736,157287736,102937,102937,1.00223,1.00223,121,121,4.09912,23.5968,10,D,0
407457,1,1,0,2,0.000971468,7.83385e-06,0.000312683,10.0003,157286208,157287736,102936,102937,1.00275,1.00275,120.999,120.999,0.806378,32.1864,10,C,0
407457,1,1,0,1,0.00971473,2.35695e-05,0.000192957,20.0003,314543384,314573944,205853,205873,1.01267,1.01267,120.999,120.999,4.85183,39.7208,20,A,0
407457,1,1,0,3,0.00388587,5.80961e-06,0.000312877,10.0004,157281624,157287736,102933,102937,1.00706,1.00706,120.999,120.999,0.597994,32.2053,10,E,0
407457,1,1,0,1,0.00971474,1.70263e-05,0.00019868,30.0003,471814312,471860152,308779,308809,1.01267,1.01267,121,121,5.25734,61.3484,30,A,0
407457,1,1,0,2,0.000971473,6.47312e-05,0.000238392,20.0003,314570888,314573944,205871,205873,1.00223,1.00223,121,121,13.3262,49.0779,20,D,0
407457,1,1,0,2,0.00145721,4.9975e-05,0.000292308,20.0003,314569360,314573944,205870,205873,1.00275,1.00275,121,121,10.2883,60.1774,20,C,0
407457,1,1,0,3,0.00485736,1.39697e-05,0.000306701,20.0003,314558664,314573944,205863,205873,1.00706,1.00706,121,121,2.87583,63.1384,20,E,0
407457,1,1,0,1,0.00995762,6.21121e-05,0.000389293,40.0003,629083712,629146360,411704,411745,1.01267,1.01267,121,121,25.5717,160.273,40,A,0
407457,1,1,0,2,0.00161912,0.000101652,0.000582119,30.0003,471852512,471860152,308804,308809,1.00275,1.00275,121,121,31.3905,179.761,30,C,0
407457,1,1,0,2,0.000971474,0.000101842,0.000572084,30.0004,471855568,471860152,308806,308809,1.00223,1.00223,121,121,31.4493,176.663,30,D,0
407457,1,1,0,3,0.0051812,0.000102271,0.000578454,30.0004,471835704,471860152,308793,308809,1.00706,1.00706,121,121,31.5804,178.623,30,E,0
407457,1,1,0,1,0.0101033,0.000105044,0.000418389,50.0004,786354640,786434096,514630,514682,1.01267,1.01267,121,121,54.0587,215.315,50,A,0
407457,1,1,0,2,0.00218582,0.000170454,0.000587023,40.0002,629132608,629146360,411736,411745,1.00275,1.00275,121,121,70.1819,241.699,40,C,0
407457,1,1,0,2,0.00145721,0.00016995,0.000589869,40.0002,629137192,629146360,411739,411745,1.00223,1.00223,121,121,69.975,242.872,40,D,0
407457,1,1,0,3,0.00534311,0.000172987,0.000578696,40.0003,629112744,629146360,411723,411745,1.00703,1.00703,121,121,71.2224,238.263,40,E,0
407457,1,1,0,2,0.00213724,0.000159352,0.000697763,50.0003,786417288,786434096,514671,514682,1.00275,1.00275,121,121,82.0136,359.118,50,C,0
407457,1,1,0,2,0.00194295,0.000157223,0.000698051,50.0003,786418816,786434096,514672,514682,1.00223,1.00223,121,121,80.9181,359.267,50,D,0
407457,1,1,0,1,0.0103624,0.000103422,0.000532521,60.0003,943622512,943720304,617554,617618,1.01267,1.01267,121,121,63.8688,328.861,60,A,0
407457,1,1,0,3,0.00544025,0.000160672,0.000689755,50.0004,786391312,786434096,514654,514682,1.00706,1.00706,121,121,82.6904,354.985,50,E,0
