rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn,paddingDelayUsec,transitionDelayUsec,channelSwitchDelay
1,1,1,1,3,62.7594,0.000363008,1.7913,40.5987,638445768,1714380856,417831,1121977,1.01643,1.01643,120.995,120.995,151.675,748460,ns3::ThompsonSamplingWifiManager,3,0,32,128,115
1,2,1,1,3,64.4256,0.000389497,1.84798,38.7901,609881336,1714380856,399137,1121977,1.04505,1.04505,120.999,120.999,155.462,737598,ns3::ThompsonSamplingWifiManager,3,0,32,128,115
1,3,1,1,3,2.27384,1.20613e-05,0.0744603,106.526,1675398520,1714380856,1096465,1121977,1.00774,1.00774,121,121,13.2248,81643.1,ns3::ThompsonSamplingWifiManager,3,0,32,128,115
1,4,1,1,3,64.1035,0.000384569,1.8386,39.1366,615403528,1714380856,402751,1121977,1.03148,1.03148,121,121,154.885,740498,ns3::ThompsonSamplingWifiManager,3,0,32,128,115
1,1,1,1,3,62.7594,0.000363008,1.7913,40.5987,638445768,1714380856,417831,1121977,1.01643,1.01643,120.995,120.995,151.675,748460,ns3::ThompsonSamplingWifiManager,3,0,32,128,120
1,2,1,1,3,64.4256,0.000389497,1.84798,38.7901,609881336,1714380856,399137,1121977,1.04505,1.04505,120.999,120.999,155.462,737598,ns3::ThompsonSamplingWifiManager,3,0,32,128,120
1,3,1,1,3,2.27384,1.20613e-05,0.0744603,106.526,1675398520,1714380856,1096465,1121977,1.00774,1.00774,121,121,13.2248,81643.1,ns3::ThompsonSamplingWifiManager,3,0,32,128,120
1,4,1,1,3,64.1035,0.000384569,1.8386,39.1366,615403528,1714380856,402751,1121977,1.03148,1.03148,121,121,154.885,740498,ns3::ThompsonSamplingWifiManager,3,0,32,128,120
1,1,1,1,3,62.7594,0.000363008,1.7913,40.5987,638445768,1714380856,417831,1121977,1.01643,1.01643,120.995,120.995,151.675,748460,ns3::ThompsonSamplingWifiManager,3,0,32,128,125
1,2,1,1,3,64.4256,0.000389497,1.84798,38.7901,609881336,1714380856,399137,1121977,1.04505,1.04505,120.999,120.999,155.462,737598,ns3::ThompsonSamplingWifiManager,3,0,32,128,125
1,3,1,1,3,2.27384,1.20613e-05,0.0744603,106.526,1675398520,1714380856,1096465,1121977,1.00774,1.00774,121,121,13.2248,81643.1,ns3::ThompsonSamplingWifiManager,3,0,32,128,125
1,4,1,1,3,64.1035,0.000384569,1.8386,39.1366,615403528,1714380856,402751,1121977,1.03148,1.03148,121,121,154.885,740498,ns3::ThompsonSamplingWifiManager,3,0,32,128,125
2,1,1,1,3,37.4165,0.000132486,1.31593,68.2301,1072920344,1714380856,702173,1121977,1.02747,1.02747,121,121,93.0283,924013,ns3::ThompsonSamplingWifiManager,3,0,32,128,5
2,2,1,1,3,58.5778,0.000274753,1.45384,45.1531,710133416,1714380856,464747,1121977,1.00525,1.00525,120.995,120.995,127.691,675669,ns3::ThompsonSamplingWifiManager,3,0,32,128,5
2,3,1,1,3,15.0992,4.14839e-05,0.739929,92.5621,1455522376,1714380856,952567,1121977,1.0291,1.0291,121,121,39.5161,704832,ns3::ThompsonSamplingWifiManager,3,0,32,128,5
2,4,1,1,3,4.51712,1.71176e-05,0.142928,104.078,1636940288,1714380856,1071296,1121977,1.00503,1.00503,121,121,18.338,153118,ns3::ThompsonSamplingWifiManager,3,0,32,128,5
2,1,1,1,3,36.8945,0.000129958,1.28675,68.7963,1081868312,1714380856,708029,1121977,1.02152,1.02152,120.999,120.999,92.0136,911057,ns3::ThompsonSamplingWifiManager,3,0,32,128,10
2,2,1,1,3,58.9908,0.000282906,1.45369,44.7006,703054192,1714380856,460114,1121977,1.0042,1.0042,121,121,130.169,668862,ns3::ThompsonSamplingWifiManager,3,0,32,128,10
2,3,1,1,3,17.5452,4.70305e-05,0.918972,89.8956,1413589472,1714380856,925124,1121977,1.02873,1.02873,120.999,120.999,43.509,850163,ns3::ThompsonSamplingWifiManager,3,0,32,128,10
2,4,1,1,3,4.40009,1.69482e-05,0.13694,104.206,1638946552,1714380856,1072609,1121977,1.00533,1.00533,121,121,18.1788,146884,ns3::ThompsonSamplingWifiManager,3,0,32,128,10
2,1,1,1,3,35.1623,0.000120916,1.26196,70.6823,1111564992,1714380856,727464,1121977,1.0185,1.0185,121,121,87.9616,918029,ns3::ThompsonSamplingWifiManager,3,0,32,128,15
2,2,1,1,3,59.1687,0.000285732,1.45763,44.5084,700004304,1714380856,458118,1121977,1.0042,1.0042,120.995,120.995,130.899,667766,ns3::ThompsonSamplingWifiManager,3,0,32,128,15
2,3,1,1,3,17.6863,4.74568e-05,0.932034,89.7561,1411170648,1714380856,923541,1121977,1.04845,1.04845,121,121,43.8283,860772,ns3::ThompsonSamplingWifiManager,3,0,32,128,15
2,4,1,1,3,4.49439,1.73371e-05,0.144818,104.103,1637329928,1714380856,1071551,1121977,1.00533,1.00533,121,121,18.5776,155179,ns3::ThompsonSamplingWifiManager,3,0,32,128,15
2,1,1,1,3,34.9029,0.000119754,1.27116,70.9774,1116011472,1714380856,730374,1121977,1.03837,1.03837,120.999,120.999,87.4653,928424,ns3::ThompsonSamplingWifiManager,3,0,32,128,20
2,2,1,1,3,60.1285,0.000294777,1.47126,43.4624,683549272,1714380856,447349,1121977,1.00421,1.00421,120.994,120.994,131.868,658169,ns3::ThompsonSamplingWifiManager,3,0,32,128,20
2,3,1,1,3,18.499,5.00762e-05,0.970222,88.8538,1397238344,1714380856,914423,1121977,1.02663,1.02663,121,121,45.7908,887193,ns3::ThompsonSamplingWifiManager,3,0,32,128,20
2,4,1,1,3,4.43993,1.7022e-05,0.143315,104.163,1638263536,1714380856,1072162,1121977,1.00533,1.00533,121,121,18.2503,153657,ns3::ThompsonSamplingWifiManager,3,0,32,128,20
2,1,1,1,3,33.7998,0.000114292,1.24609,72.1645,1134923528,1714380856,742751,1121977,1.01326,1.01326,121,121,84.8901,925538,ns3::ThompsonSamplingWifiManager,3,0,32,128,25
2,2,1,1,3,59.9517,0.000293468,1.46747,43.6604,686580824,1714380856,449333,1121977,1.00414,1.00414,120.98,120.98,131.865,659382,ns3::ThompsonSamplingWifiManager,3,0,32,128,25
2,3,1,1,3,18.5613,5.04403e-05,0.962475,88.8265,1396168744,1714380856,913723,1121977,1.07977,1.07977,120.998,120.998,46.0885,879435,ns3::ThompsonSamplingWifiManager,3,0,32,128,25
2,4,1,1,3,4.43289,1.69724e-05,0.139286,104.17,1638384248,1714380856,1072241,1121977,1.00533,1.00533,121,121,18.1985,149348,ns3::ThompsonSamplingWifiManager,3,0,32,128,25
2,1,1,1,3,33.2594,0.000111774,1.24387,72.7536,1144187792,1714380856,748814,1121977,1.01326,1.01326,121,121,83.698,931427,ns3::ThompsonSamplingWifiManager,3,0,32,128,30
2,2,1,1,3,61.6851,0.000310049,1.50033,41.7657,656862752,1714380856,429884,1121977,1.00414,1.00414,120.994,120.994,133.285,644970,ns3::ThompsonSamplingWifiManager,3,0,32,128,30
2,3,1,1,3,18.093,4.91783e-05,0.958586,89.2944,1404198384,1714380856,918978,1121977,1.02393,1.02393,121,121,45.1937,880920,ns3::ThompsonSamplingWifiManager,3,0,32,128,30
2,4,1,1,3,4.45161,1.70474e-05,0.14391,104.15,1638063368,1714380856,1072031,1121977,1.00533,1.00533,121,121,18.2753,154276,ns3::ThompsonSamplingWifiManager,3,0,32,128,30
2,1,1,1,3,31.9449,0.000105733,1.22961,74.1889,1166724264,1714380856,763563,1121977,1.01326,1.01326,120.996,120.996,80.7334,938882,ns3::ThompsonSamplingWifiManager,3,0,32,128,35
2,2,1,1,3,61.3202,0.000308076,1.50879,42.1614,663118384,1714380856,433978,1121977,1.00414,1.00414,121,121,133.698,654782,ns3::ThompsonSamplingWifiManager,3,0,32,128,35
2,3,1,1,3,18.126,4.90715e-05,0.910103,89.2583,1403631496,1714380856,918607,1121977,1.02393,1.02393,121,121,45.0774,836027,ns3::ThompsonSamplingWifiManager,3,0,32,128,35
2,4,1,1,3,4.48949,1.70673e-05,0.146887,104.109,1637413968,1714380856,1071606,1121977,1.00533,1.00533,121,121,18.2894,157405,ns3::ThompsonSamplingWifiManager,3,0,32,128,35
2,1,1,1,3,41.6983,0.00015711,1.33539,63.5551,999513696,1714380856,654132,1121977,1.01326,1.01326,120.999,120.999,102.771,873519,ns3::ThompsonSamplingWifiManager,3,0,32,128,40
