rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager
407457,2,1,1,3,4.71961,2.00224e-05,0.156955,121.021,1903263048,1997539120,1245591,1307290,1.01501,1.01501,121,121,24.9397,195501,ns3::IdealWifiManager
407457,1,1,5,1,54.8794,0.000232685,1.42377,57.3094,901301496,1997539120,589857,1307290,1.00942,1.00942,120.997,120.997,137.251,839822,ns3::IdealWifiManager
407457,2,1,5,1,54.3321,0.000227485,1.40918,58.0245,912234336,1997539120,597012,1307290,1.05416,1.05416,121,121,135.811,841297,ns3::IdealWifiManager
407457,1,1,3,2,0.958395,1.40676e-05,0.0529753,125.789,1978394808,1997539120,1294761,1307290,1.00536,1.00536,121,121,18.2142,68590.4,ns3::IdealWifiManager
407457,2,1,3,2,4.44645,1.94434e-05,0.144669,121.364,1908719536,1997539120,1249162,1307290,1.01049,1.01049,121,121,24.2879,180715,ns3::IdealWifiManager
407457,1,1,7,1,54.9775,0.000233491,1.42613,57.1831,899341072,1997539120,588574,1307290,1.00942,1.00942,121,121,137.426,839383,ns3::IdealWifiManager
407457,2,1,7,1,54.3877,0.000228085,1.41036,57.9555,911123480,1997539120,596285,1307290,1.05416,1.05416,120.996,120.996,136.003,840979,ns3::IdealWifiManager
407457,1,1,3,3,1.03519,1.40062e-05,0.0532524,125.693,1976860696,1997539120,1293757,1307290,1.00734,1.00734,121,121,18.1206,68895.6,ns3::IdealWifiManager
407457,2,1,3,3,4.71961,2.00224e-05,0.156955,121.021,1903263048,1997539120,1245591,1307290,1.01501,1.01501,121,121,24.9397,195501,ns3::IdealWifiManager
407457,1,1,5,2,1.13655,1.68103e-05,0.0543687,125.562,1974836096,1997539120,1292432,1307290,1.00536,1.00536,121,121,21.7262,70267.9,ns3::IdealWifiManager
407457,2,1,5,2,4.44645,1.94434e-05,0.144669,121.364,1908719536,1997539120,1249162,1307290,1.01049,1.01049,121,121,24.2879,180715,ns3::IdealWifiManager
407457,1,1,5,3,1.20019,1.67995e-05,0.0549274,125.484,1973564800,1997539120,1291600,1307290,1.00737,1.00737,121,121,21.6982,70944.2,ns3::IdealWifiManager
