rngRun,flow,nStations,distance,linksNumber,loss,jitter,latency,throughput,rxBytes,txBytes,rxPackets,txPackets,timeFirstRxPacket,timeFirstTxPacket,timeLastRxPacket,timeLastTxPacket,jitterSum,delaySum,rateAdaptationManager,scenario,MLOn
407456,6,1,1,2,69.2969,0.000496704,2.05179,32.8699,516720704,1682959064,338168,1101413,1.05292,1.05292,120.989,120.989,167.969,693849,ns3::ThompsonSamplingWifiManager,C,4
407456,1,1,1,2,56.4688,0.000291643,1.59965,46.6023,732611824,1682959064,479458,1101413,1.05948,1.05948,120.997,120.997,139.831,766966,ns3::ThompsonSamplingWifiManager,D,4
407456,2,1,1,2,55.2401,0.000278708,1.55307,47.9,753290248,1682959064,492991,1101413,1.00648,1.00648,120.989,120.989,137.4,765651,ns3::ThompsonSamplingWifiManager,D,4
407456,3,1,1,2,55.8028,0.000284461,1.55515,47.3184,743821232,1682959064,486794,1101413,1.06984,1.06984,121,121,138.473,757036,ns3::ThompsonSamplingWifiManager,D,4
407456,4,1,1,2,56.6402,0.000293963,1.59226,46.3998,729726960,1682959064,477570,1101413,1.01296,1.01296,121,121,140.388,760418,ns3::ThompsonSamplingWifiManager,D,4
407456,5,1,1,2,73.9538,0.000621832,2.26104,27.8754,438346528,1682959064,286876,1101413,1.02372,1.02372,120.998,120.998,178.388,648639,ns3::ThompsonSamplingWifiManager,D,4
407456,6,1,1,2,73.704,0.000613394,2.24899,28.1472,442551584,1682959064,289628,1101413,1.03354,1.03354,120.989,120.989,177.656,651370,ns3::ThompsonSamplingWifiManager,D,4
407456,1,1,1,3,38.0663,0.000142345,1.32884,66.2731,1042319088,1682959064,682146,1101413,1.00757,1.00757,121,121,97.1001,906462,ns3::ThompsonSamplingWifiManager,E,4
407456,2,1,1,3,38.5458,0.000144862,1.34077,65.7624,1034249720,1682959064,676865,1101413,1.01188,1.01188,121,121,98.0516,907518,ns3::ThompsonSamplingWifiManager,E,4
407456,3,1,1,3,38.4301,0.000144571,1.32856,65.8813,1036196392,1682959064,678139,1101413,1.003,1.003,121,121,98.0389,900946,ns3::ThompsonSamplingWifiManager,E,4
407456,4,1,1,3,37.7068,0.000140356,1.32327,66.6841,1048368440,1682959064,686105,1101413,1.05497,1.05497,121,121,96.2986,907904,ns3::ThompsonSamplingWifiManager,E,4
407456,5,1,1,3,64.5433,0.000403405,1.87311,37.9456,596722200,1682959064,390525,1101413,1.01805,1.01805,120.996,120.996,157.539,731495,ns3::ThompsonSamplingWifiManager,E,4
407456,6,1,1,3,64.6546,0.000405066,1.8759,37.8327,594848872,1682959064,389299,1101413,1.03334,1.03334,120.991,120.991,157.691,730287,ns3::ThompsonSamplingWifiManager,E,4
407456,1,1,1,2,61.2046,0.000350971,1.76239,41.516,652911344,1682959064,427298,1101413,1.01433,1.01433,121,121,149.969,753065,ns3::ThompsonSamplingWifiManager,C,5
407456,2,1,1,2,60.6299,0.000342784,1.74489,42.1283,662582056,1682959064,433627,1101413,1.00685,1.00685,121,121,148.64,756633,ns3::ThompsonSamplingWifiManager,C,5
407456,3,1,1,2,61.6844,0.00035811,1.77579,41.017,644835864,1682959064,422013,1101413,1.05411,1.05411,120.997,120.997,151.127,749408,ns3::ThompsonSamplingWifiManager,C,5
407456,4,1,1,2,60.5307,0.000341115,1.73883,42.2481,664252160,1682959064,434720,1101413,1.03859,1.03859,120.993,120.993,148.289,755902,ns3::ThompsonSamplingWifiManager,C,5
407456,5,1,1,2,61.2107,0.000351207,1.7593,41.509,652807440,1682959064,427230,1101413,1.01329,1.01329,121,121,150.046,751625,ns3::ThompsonSamplingWifiManager,C,5
407456,6,1,1,2,66.395,0.000436113,1.93674,35.9705,565558640,1682959064,370130,1101413,1.04432,1.04432,121,121,161.418,716847,ns3::ThompsonSamplingWifiManager,C,5
407456,1,1,1,2,60.4336,0.000340477,1.72232,42.3552,665885592,1682959064,435789,1101413,1.05126,1.05126,120.997,120.997,148.376,750568,ns3::ThompsonSamplingWifiManager,D,5
407456,2,1,1,2,59.3881,0.000326546,1.7064,43.4575,683482040,1682959064,447305,1101413,1.00778,1.00778,121,121,146.065,763283,ns3::ThompsonSamplingWifiManager,D,5
407456,3,1,1,2,60.0324,0.000335395,1.71893,42.7887,672637824,1682959064,440208,1101413,1.06613,1.06613,121,121,147.643,756688,ns3::ThompsonSamplingWifiManager,D,5
407456,4,1,1,2,55.3454,0.000279294,1.56316,47.799,751519296,1682959064,491832,1101413,1.03466,1.03466,120.988,120.988,137.365,768814,ns3::ThompsonSamplingWifiManager,D,5
407456,5,1,1,2,60.1879,0.000336908,1.72589,42.6037,670021888,1682959064,438496,1101413,1.0092,1.0092,120.996,120.996,147.732,756794,ns3::ThompsonSamplingWifiManager,D,5
407456,6,1,1,2,73.5815,0.00060925,2.24489,28.3083,444612856,1682959064,290977,1101413,1.15857,1.15857,120.986,120.986,177.277,653213,ns3::ThompsonSamplingWifiManager,D,5
407456,1,1,1,3,42.422,0.000168372,1.3766,61.6122,969014816,1682959064,634172,1101413,1.00757,1.00757,121,121,106.777,873000,ns3::ThompsonSamplingWifiManager,E,5
407456,2,1,1,3,42.2616,0.00016738,1.37709,61.7875,971713264,1682959064,635938,1101413,1.01255,1.01255,120.998,120.998,106.443,875746,ns3::ThompsonSamplingWifiManager,E,5
407456,3,1,1,3,44.1573,0.000179743,1.39839,59.7536,939810152,1682959064,615059,1101413,1.003,1.003,120.999,120.999,110.552,860093,ns3::ThompsonSamplingWifiManager,E,5
407456,4,1,1,3,42.5492,0.000169126,1.37442,61.5028,966874088,1682959064,632771,1101413,1.05965,1.05965,121,121,107.018,869690,ns3::ThompsonSamplingWifiManager,E,5
407456,5,1,1,3,42.7697,0.000170733,1.37915,61.2421,963162576,1682959064,630342,1101413,1.01156,1.01156,121,121,107.62,869337,ns3::ThompsonSamplingWifiManager,E,5
407456,6,1,1,3,61.3702,0.000352755,1.76503,41.3481,650124272,1682959064,425474,1101413,1.04156,1.04156,121,121,150.088,750975,ns3::ThompsonSamplingWifiManager,E,5
407456,1,1,1,2,61.3568,0.000353464,1.7666,41.3572,650348888,1682959064,425621,1101413,1.01976,1.01976,120.993,120.993,150.441,751902,ns3::ThompsonSamplingWifiManager,C,6
407456,2,1,1,2,61.185,0.000350709,1.76015,41.5369,653239864,1682959064,427513,1101413,1.00685,1.00685,120.992,120.992,149.932,752486,ns3::ThompsonSamplingWifiManager,C,6
407456,3,1,1,2,61.2421,0.000351343,1.76145,41.5073,652278752,1682959064,426884,1101413,1.10564,1.10564,121,121,149.982,751934,ns3::ThompsonSamplingWifiManager,C,6
407456,4,1,1,2,61.3615,0.000353612,1.76098,41.3501,650269432,1682959064,425569,1101413,1.01744,1.01744,120.997,120.997,150.486,749421,ns3::ThompsonSamplingWifiManager,C,6
407456,5,1,1,2,61.4631,0.00035532,1.75857,41.2398,648559600,1682959064,424450,1101413,1.01392,1.01392,120.998,120.998,150.815,746426,ns3::ThompsonSamplingWifiManager,C,6
407456,6,1,1,2,60.8958,0.000347045,1.74698,41.8692,658108072,1682959064,430699,1101413,1.07974,1.07974,121,121,149.472,752423,ns3::ThompsonSamplingWifiManager,C,6
407456,1,1,1,2,60.6419,0.00034346,1.74267,42.1325,662380360,1682959064,433495,1101413,1.05552,1.05552,121,121,148.888,755438,ns3::ThompsonSamplingWifiManager,D,6
407456,2,1,1,2,61.0861,0.000348965,1.75972,41.6435,654905384,1682959064,428603,1101413,1.0165,1.0165,121,121,149.567,754221,ns3::ThompsonSamplingWifiManager,D,6
407456,3,1,1,2,61.4147,0.000353979,1.76444,41.306,649374024,1682959064,424983,1101413,1.05441,1.05441,120.997,120.997,150.435,749857,ns3::ThompsonSamplingWifiManager,D,6
407456,4,1,1,2,60.6747,0.000343667,1.74205,42.0827,661828752,1682959064,433134,1101413,1.01349,1.01349,121,121,148.854,754541,ns3::ThompsonSamplingWifiManager,D,6
407456,5,1,1,2,60.9781,0.000347958,1.75208,41.759,656722176,1682959064,429792,1101413,1.0083,1.0083,120.992,120.992,149.549,753030,ns3::ThompsonSamplingWifiManager,D,6
407456,6,1,1,2,60.2634,0.00033858,1.72872,42.5315,668750592,1682959064,437664,1101413,1.03799,1.03799,121,121,148.184,756597,ns3::ThompsonSamplingWifiManager,D,6
407456,1,1,1,3,44.9663,0.000185508,1.41362,58.8912,926194144,1682959064,606148,1101413,1.00757,1.00757,120.997,120.997,112.445,856863,ns3::ThompsonSamplingWifiManager,E,6
407456,2,1,1,3,45.0825,0.00018607,1.41012,58.7681,924238304,1682959064,604868,1101413,1.01172,1.01172,120.998,120.998,112.548,852937,ns3::ThompsonSamplingWifiManager,E,6
